,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
104772,104772,104878,4cminewswire,2016-12-06T23:32:19.000Z,"it is never the truth that we should fear it is the other stuff and the only thing we have to fear is fear itself because it robs you of the ability to live life outside of denial and lies. #4cminewswire, #4cminews, #4cmitv, #4cm2020,",1217,52,25879
105702,105702,1079641,TherealMJ,2019-04-13T15:21:46.000Z,i was named matthew after the lords prayer. .stop being a lazy fuck.,122,199,4566
106233,106233,1038166,TENNESSEEHONEY,2019-03-12T22:52:30.000Z,"""i pledge allegiance to the flag and to the republic for which it stands, one nation, under god, indivisible, with liberty, and justice for all."" i m passionate about serving god, people and country! i stand with those who seek gods face and with all those who seek freedom, happiness, prosperity and those who seek to know truth. america the beautiful! on christ the solid rock i stand, all other ground is sinking sand, selah",91,123,2982
107649,107649,1116276,econoday,2019-05-24T22:11:31.000Z,economic events and analysis,71,38,2553
107743,107743,1146057,ronrmorris,2019-06-28T13:38:24.000Z,"no permission is given for use of my likeness or information in any way.block reasons: calling names, use cuss words, or become obnoxious it's evident you have nothing worthwhile to say. ------ bio -----as a disciple of yshwh, son of the great i am (yhwh), i do not hide behind a false name / avatar as only cowards do that, not disciples. the usa constitution is the supreme law of the land. interpretations are not needed or required. it says what it says.",210,105,8247
108366,108366,115940,Lil_Fokkerz,2016-12-10T14:09:39.000Z,,189,367,3133
108502,108502,1049566,ToksDavid,2019-03-16T09:56:54.000Z,yoruba | lagosian | nigerian | national organicist | essentialist | twitter: @go_finger |gab: @neo_harambist,56,203,184
108528,108528,103070,cherifleury,2016-12-06T22:13:23.000Z,anger is a gift.,67,214,10
108626,108626,106854,CrusadesOClock,2016-12-07T01:15:18.000Z,creator of,312,281,646
108653,108653,118311,unbiasedwisdom,2016-12-12T00:16:01.000Z,"he who doesn't know history is doomed to repeat itthere are lies, there are damned lies, there are statistics.",512,192,14955
108689,108689,109084,GTKJ,2016-12-07T08:41:04.000Z,"gettoknowjesus remember the most important 2 royal laws are: 1. thou shalt love the lord thy god with all thy heart, and with all thy soul, and with all thy mind. 2. hereby perceive we the love of god, because he laid down his life for us: and we ought to lay down our lives for the brethren.",36,93,56
108699,108699,110707,ANP14,2016-12-07T16:00:17.000Z,the american nazi partywe are the only sincere and professional national-socialist organization in the united states.,2457,264,2427
108700,108700,1135774,Muhdred,2019-06-16T18:20:36.000Z,"#ta #n550 #leeds #74csm #onenorth #chairofurisk #northernorthodoxy #northernconfederacyplease also vist: is a #pronorthern, #counterjew and #counterfactual channelintended for information drops, dead jew count and based posts.",452,258,12243
109471,109471,109595,gbkthaddock,2016-12-07T11:16:30.000Z,"""perilous to us all are the devices of an art deeper than we possess ourselves""",2320,29,71457
109609,109609,117702,Lythia,2016-12-11T12:53:31.000Z,"freedom, truth & justice!""i am not bound to win, but i am bound to be true. i am not bound to succeed, but i am bound to live by the light that i have. i must stand with anybody that stands right, and stand with him while he is right, and part with him when he goes wrong."" abraham lincoln",72,221,219
109653,109653,1038152,RetardNoticer,2019-03-12T22:45:06.000Z,"everywhere you look, you may notice a retard.",869,66,7049
109673,109673,1105885,R2RO,2019-05-13T12:56:37.000Z,follow me for more dead memes.,72,37,1994
109737,109737,1029585,Jomaha,2019-03-10T09:55:28.000Z,npub1hc8xx349zm99dw4mj5lpav2f2u70cxsv5ymdq0ckm9crlm0rzyusszpkzltrailapark trash. with class and power.,18,18,1244
109799,109799,110236,EasyStreet,2016-12-07T13:43:42.000Z,deep down you know the politicians writing the laws are corrupt and are only interested in serving themselves.,2988,104,34028
110209,110209,106909,NoTangos,2016-12-07T01:19:57.000Z,"as ronald reagan famously said, freedom is a fragile thing, and it s never more than one generation from extinction. take reagan s words to heart as you train up your children. your fight for freedom today will mean nothing if the next generation does not know to keep it.",2394,2643,6591
110594,110594,1061672,Woke2Reality,2019-03-24T18:17:46.000Z,"john 319this is the verdict: light has come into the world, but people loved darkness instead of light because their deeds were evil. 20everyone who does evil hates the light, and will not come into the light for fear that their deeds will be exposed.",515,461,18908
111723,111723,111033,Miss-Information,2016-12-07T17:59:18.000Z,the price of apathy towards public affairs is to be ruled by evil men. plato,412,142,18722
112522,112522,1132161,LePetitCastor,2019-06-12T18:23:18.000Z,anti-re gime juif supre maciste et parasitaire. habite dans la zone d occupation juive nomme e que bec.,274,29,14579
112587,112587,1148997,Larggie_Slims,2019-07-02T02:19:37.000Z,it's about sending a message,103,168,2794
112602,112602,1060268,Financialpro,2019-03-23T00:31:24.000Z,post #backtoafrica into existence.,196,214,2907
112752,112752,104160,acmcbvps,2016-12-06T23:05:47.000Z,"""i know you won't believe me, but the highest form of human excellence is to question oneself and others."" - socrates",71,167,3583
112776,112776,1003669,istyping,2019-03-02T06:37:41.000Z,conspiracy realist,2,8,12
113559,113559,1092045,tjfortch,2019-05-03T05:27:38.000Z,empowering minds: from language mastery to financial! i can show you how money works so that your money works for you!,47,100,795
113565,113565,117683,NetelTV,2016-12-11T12:26:23.000Z,daily headlines covering all manner of topics news technology science god end times escritures & much more!,5,25,4570
113701,113701,1059342,Rico1791,2019-03-22T02:06:03.000Z,there comes a time in your life whereyou have to hoist the black flag and start cutting throats.,349,289,4718
113703,113703,1083125,Mrs86Young,2019-04-18T21:50:13.000Z,"hello i'm amber, chef, mum of 2, horse loving, beach loving professional flirt from england. always happy to follow back. email: ambereleneyoung@gmail.com",261,210,476
114034,114034,1121743,thereallouistbruno,2019-06-01T16:08:42.000Z,"this is the official gab account of louis t. bruno, author of the disintegrating bloodline, the michael project, apocalypse soldier, and the data chase. louis can be found on instagram, minds, and twitter.",29,43,861
114627,114627,115003,747,2016-12-10T10:15:30.000Z,queen of the skies #captain #aviation & #aerospace #ai prompt engineer mechanical #engineer writes in:,854,693,175
114761,114761,1138738,Culper1,2019-06-20T18:41:24.000Z,"i identify as a child of god! jesus is my savior, trump is my president, america is my home. all trolls will be blocked without warning!",907,1164,14565
114922,114922,1140205,Lord_Solar_Macharius,2019-06-22T18:38:57.000Z,,146,66,1205
115766,115766,1038716,PaulVMontefusco,2019-03-13T05:41:12.000Z,,308,96,4250
116094,116094,1,e,2016-08-10T05:58:24.000Z,,9658,164,2159
116284,116284,1100743,aryangirl88,2019-05-08T15:33:09.000Z,blood & soil | racially pure | do your duty | we are the ruling people,184,164,185
116570,116570,1037139,ColaPoweredGamer,2019-03-12T15:36:02.000Z,"visit for new, old and even obscure video game reviews.",130,26,1133
116836,116836,100025,Nigel_Penticton,2016-12-01T03:56:28.000Z,"this day i call the heavens and the earth as witnesses against you that i have set before you life and death, blessings and curses. now choose life, so that you and your children may live",189,43,1850
117423,117423,101166,LionsOmega,2016-12-02T00:43:28.000Z,"suspended once from twitter, second time banned forever as lionsomega clever & witty after i ve posted. repost a lot bc i don t assume everyone is getting all the same info. i ll also repost some trains bc i believe we all need to stick together & follow each other.us navy vet. prolife. pro israel. do not follow if you re prejudiced! #q #wwg1wga #holdtheline #maga #savethechildren #thegreatawakening#1a free speech#2a molon labe no porn |",2660,2578,15083
117645,117645,1051670,MarciaSol,2019-03-17T14:58:41.000Z,informed enough to know their names. innocent enough to be shocked at the crap they do,904,161,31934
117652,117652,1180649,VetsAgainstDomesticEnemies,2019-07-13T04:33:49.360Z,"must be read, through and through!",51,49,1466
117671,117671,1018080,TruthSeeker9718,2019-03-05T23:48:00.000Z,"""think for yourselves and let others enjoy the privilege to do so, too."" - evelyn beatrice hall",120,121,3829
117674,117674,1083621,RedactThis,2019-04-19T17:56:55.000Z,the eagle doesn t fly with the crow,270,281,3565
117706,117706,1132054,susyredfield,2019-06-12T15:35:50.000Z,anti cultural marxism & anti feminism | love usa & europa | femininity| 20 years old | ns |pro-white #tradlife #whiteunity,128,124,378
117747,117747,1083113,author_sm,2019-04-18T21:41:14.000Z,,52,48,1012
117798,117798,1080480,BCBlonde,2019-04-14T18:22:25.000Z,"#dualcitizenship permanently banned from fb & twitter anti communism, socialism, liberalism & those demonrats equally & alike pro first & second amendmentpro freedom of speech & personal thoughtpro to go where i please & self governance rules are for other people",575,421,7934
117939,117939,1030325,CaptainCrapper,2019-03-10T17:29:07.000Z,machiavellian reactionary libertarian #maga supporter. i'm kind of an asshole. banned 30+ times from twitter,97,165,653
118242,118242,1060778,Perdomo,2019-03-23T15:37:43.000Z,born in cuba. soldier of fortune ever since i was knee-high to a grasshopper.,65,107,267
118244,118244,1026954,Mbtrump100,2019-03-09T13:44:14.000Z,"white male irish decent 100% trump supporter.dog lover..i own 3 dogs, 2 minpins and a pittie... got along with everyone till obama divided this country..support the police at all times..they have a thankless job..",5,5,32
118546,118546,1067936,iamhue,2019-03-30T09:12:17.000Z,,25,58,2100
118619,118619,1147727,ZippyTheChicken,2019-06-30T07:41:11.000Z,free hugs :o)christian... conservative...meme generatorroad crosserviolence is for wars not for politics... anyone that tries to convince you otherwise is not on the side of what is right.. the pen is mightier than the sword... your mind is your strongest weapon... don't let agent provocateurs influence you. the only thing in life that matters is your relationship with god.since the election i am back on twitter/x but i will never give up on gab because they gave me a home when x banned me,676,87,5966
118724,118724,1149434,x22report,2019-07-02T18:01:20.000Z,x22 report is a daily show that will cover issues surrounding the economic collapse. join me and many others to fight for what is rightfully ours.x22 report website:,143533,9,6858
118794,118794,112330,QuiteFrankly,2016-12-08T12:07:52.000Z,"a nightly talk show for current events, the human condition, and the mysteries of the universe.live weeknights at 7pm est on quitefrankly.tv",8275,46,897
118811,118811,10736,Raheem,2016-09-07T17:00:48.000Z,"editor in chief, the national pulse -",132611,14,1640
118884,118884,1092838,Woodys360View,2019-05-03T17:59:39.000Z,"hand crafted political memes, plus occasional posts of cars, guns, bikini models and other stuff i like. maga :merica: hashtags: #woodysmemes #woodyslolz #woodysvidz #woodysrides #woodysfreedom #woodysbabes #woodyscoolstuff #woodysvistas",1952,66,17985
118896,118896,1073848,RedIceTV,2019-04-07T00:45:11.000Z,"independent alt-media with @henrikpalmgren & @lanalokteff. we are #proeuropean, anti-globalist & we always follow the truth. 100% independent, supported by our members. sign up all our links at campsite:",13406,23,2046
118946,118946,1186026,EnkiVzla,2019-07-14T22:20:45.828Z,"repu blico con alberto franceschi, hispanismo . security consultant, disip expert in police and criminalistics.",671,1377,110
119124,119124,111176,RobertBeadles,2016-12-07T18:54:06.000Z,"robert beadles aka crypto beadleschristian, father, husband, patriot, big business builder, and benjamin franklin s great-nephew.canceled from wikipedia, youtube, twatter, linkedin, censored on facebook, and others. welcome to 1984 #overthetarget #hereforthefammy a on",12940,64,3918
119212,119212,1143329,niabarron27,2019-06-26T15:41:30.000Z,truth ninja that s all.tossed from freakbook.they don t like truthers.,320,55,14613
119323,119323,1052620,markvolovar,2019-03-17T23:47:15.000Z,i am a humble meme farmer tending to my crops.,5078,23,539
119375,119375,1106201,EMichaelJones,2019-05-13T20:07:25.000Z,"this is the official account of dr. e. michael jones: amazon best selling author, lecturer, and editor of @culturewarsmag books:",17426,61,1634
119489,119489,1008911,Eric_Striker,2019-03-03T07:06:44.000Z,,1359,27,50
119507,119507,1108330,Gary54,2019-05-16T04:25:50.000Z,writer.................. in toronto.websitesfrightlibrary.orgtheologicalvignettes.com/,178,16,3908
119801,119801,1053782,AUEthnostate,2019-03-18T13:32:28.000Z,"i am a nationalist. as such, i believe that our race is our nation. the original, meaning of the word, nation, meant a people. it had nothing to do with a particular geographical boundary.the #ethnostate is real ! it is here now, already in our spirit, blood and soil",254,339,262
119815,119815,1071474,loustung,2019-04-04T06:01:49.000Z,,452,3,20863
119884,119884,1065008,ChristianOutreach316,2019-03-27T20:30:59.000Z,,181,0,3899
119954,119954,1019,TexasVet,2016-08-20T01:43:46.000Z,"some people say that there is a certain swagger about me, which in texas is usually just referred to as telegram channel: telegram chatroom:",24761,3694,8084
120022,120022,1186111,Wilhelm_Strasse,2019-07-14T23:14:25.701Z,"i'm a british patriot who shares the truth about the world we live in, those who control it and their planned agenda.",856,18,18988
120545,120545,1051257,Duquesne,2019-03-17T08:10:08.000Z,,26,63,340
120613,120613,1100020,APlebeian,2019-05-08T02:57:50.000Z,"somewhere in the hawkeye stateif you embrace collectivist ideology, examples being ""its the jooos"" or ""its the blacks"" or ""its the <other race>"" just go awaygot no time for people with an iq of -75do not replace evil with evilreplace evil with goodevery government is evil",35,32,429
120711,120711,107387,AMDWaters,2016-12-07T02:14:55.000Z,leader of for britainhartlepool,5333,30,347
120759,120759,1041392,eCol11,2019-03-13T23:56:51.000Z,jesus christ is god.,207,121,6140
120813,120813,1099478,Lyst0n,2019-05-07T20:20:40.000Z,,297,4,2219
120814,120814,1034218,sirjaime,2019-03-11T21:11:55.000Z,just an old stoner.,295,4,30487
120838,120838,1133600,Real_Man,2019-06-13T22:19:32.000Z,we have seen and testify that the father has sent the son to be the savior of the world. 1 john 4:14,76,84,1308
121073,121073,1116928,JuliansRum,2019-05-25T21:10:10.000Z,,214118,107,847
121172,121172,1177647,WesternManOrg,2019-07-12T06:02:48.231Z,modernity is a tribe of pygmies furiously trying to bury the giants that came before them so as not to feel inadequate. westernman.org,93,104,280
121212,121212,1004408,goanna,2019-03-02T11:23:06.000Z,im a born and bred patriotic australian and that makes me indigenous to australia. :o),277,56,7996
121266,121266,106692,socialistmop,2016-12-07T01:01:13.000Z,"maker of memes, conservative, mocking the left via satirical songs and parody videos,",74,47,8
121290,121290,110256,LilyKek,2016-12-07T13:49:18.000Z,"marvel not, my brethren, if the world hate you. john 3:13 blessings to you!",2604,736,7721
121335,121335,1082462,SowbellyCanoe,2019-04-17T23:00:47.000Z,i`m a singing drummer who now plays acoustic guitar. i survived two close encounters with ufos with missing time. if you`ve seen any strange ufos let me know. i came here because i heard gab was the last social media site that allows free speech. i`ve been banned everywhere. i hate liberals.here`s my new youtube channel,1081,31,27684
121365,121365,1105266,KingKrawFish,2019-05-12T19:03:42.000Z,,106,9,6222
121441,121441,1012826,Baahubali,2019-03-04T13:44:55.000Z,i am,66,199,995
121483,121483,1044135,POschiff,2019-03-14T13:30:33.000Z,#pureblood,932,77,19725
121546,121546,1184642,Sverigebilden,2019-07-14T12:40:48.367Z,fo lj a ven #svpol #migpol,1284,186,4786
121579,121579,1042819,Tiberious,2019-03-14T04:14:55.000Z,'globohomo' is just normie-speak for 'international organized - learn to notice the nose too.no patience for miga cucks or bullshit.,201,7,10609
121609,121609,1125303,LightMakesRight,2019-06-06T05:12:56.000Z,"who knows what evil lurks in the hearts of men?""i know. i know the strange tides on which destiny ebbs and flows; i know that fate sometimes needs a guiding hand; i know how to place the pieces on the board; i know what has been, and what must be; i know the greater game.""...> on gab since 2016 <",287,32,959
121618,121618,1176718,Oikophobia,2019-07-11T19:54:13.663Z,"if you are truly the better man or woman (ubermensch), you are in control of your emotions. the use of obscenities and childish name calling is beneath you. be the adult in the conversation.chat:",701,38,15685
121633,121633,1144436,BEstleader,2019-06-27T07:20:09.000Z,,160,187,2188
121644,121644,1075080,Sonix711,2019-04-09T01:50:35.000Z,"= lots of free #vb6 apps i made - source code included - 'crypto blockchain update automation software', etc (all kinds other apps)... 'no spyware / adware / crapware', promise (seriously, no bs). website = not = gives 'stupid browser error' nowadays... :) ...'whatever'.... :)am 'shitposter' from 'cryptoland'--- #btc since 2012 --- public profile, dont dox, thanx !!! :)",129,187,2928
121962,121962,1156442,mk_fain,2019-07-08T01:54:14.518Z,"radical feminist, vegan, writer.",33,16,59
121964,121964,1185323,TheRiteNews,2019-07-14T18:09:35.171Z,website : about news and news gathering.twitter:,538,147,3141
121987,121987,1138579,senatuspopolusqueromanus,2019-06-20T13:30:05.000Z,italian citizen.anti-tikkunolamisti probably have (at least) 50 iq points more than you.,333,29,26175
122001,122001,1058622,Texashillbilly,2019-03-21T13:11:58.000Z,truth teller.not now & never have been a sheep.,133,5,10865
122025,122025,1124253,visible,2019-06-05T16:34:02.000Z,,294,1,942
122128,122128,100802,HonorGuard,2016-12-01T16:30:03.000Z,"""if you think you can or you think you can't you are correct on both accounts. "" -- henry ford",899,1,4103
122226,122226,1071477,karmel,2019-04-04T06:03:52.000Z,,174,39,5931
122249,122249,114977,Linda_Allen,2016-12-10T10:07:09.000Z,"""censorship is telling a man he can't have a steak just because a baby can't chew it."" - mark twain",2383,291,27988
122291,122291,1019894,SnapperTrx,2019-03-06T15:24:35.000Z,visit my guilded,157,44,4124
122498,122498,1178386,solyedad,2019-07-12T14:53:07.022Z,mi reino por unas galletas con mantequilla #yotambie nvineaqui porbou,449,496,718
122665,122665,104402,EmmaBovary,2016-12-06T23:15:30.000Z,western civchristianitytraditioncommon sensehomeschoolinggardeningarthappily married,582,192,8401
122935,122935,1064960,Brighteon,2019-03-27T19:50:23.000Z,"brighteon.com is a ""free speech "" video sharing platform. this page promotes the videos and channels published on our",1942,3,33574
122952,122952,1074408,RevRock,2019-04-08T01:04:56.000Z,,73,41,15423
123047,123047,1001802,TheDruidKing,2019-03-01T20:47:16.000Z,"half highlander, half suburban, half funny.all scottish, all british, all european. detest the snp and the eu. highly sceptical of all authorities.d-_-b love music.i identify as sarcastic-bemused and my adverbs are 'intelligently/rightly'. stick your pathetic pronouns (so yesterday) up your new or remaining hole. please respect my personal liberty, that i'm forcing on you.also",341,44,8631
123065,123065,10574,Travis_Hawks,2016-09-07T00:52:23.000Z,"""this man, hawks, he's a lunatic. you know that, right?"" -- deplorablegreg",4244,441,57320
123376,123376,1092980,KimHogan,2019-05-03T19:43:57.000Z,,177,29,6255
123439,123439,1003789,Chestercat01,2019-03-02T07:22:30.000Z,lion,1385,36,21799
123476,123476,1128358,Opinionated_white_male,2019-06-08T06:27:26.000Z,,66,16,2045
124089,124089,1125639,JohannavdArk,2019-06-06T10:45:38.000Z,boervrou.,105,123,111
124130,124130,1065836,robert19594,2019-03-28T09:50:31.000Z,"ich stelle fragen, weil ich antworten will. auf der suche nach der wahrheit. you can also find me on twitter - man findet mich auch auf twitter",62,52,157
124318,124318,1076550,RJizzo,2019-04-11T03:25:44.000Z,,12,16,517
124329,124329,1029542,Go_Coup,2019-03-10T09:20:01.000Z,"the world is losing its saiyanity. gohan, help goku.",165,0,8489
124369,124369,114991,carbonunit,2016-12-10T10:11:30.000Z,"""censorship is saying: 'i'm the one who says the last sentence. whatever you say, the conclusion is mine."" - ai weiwei",667,3,76410
124459,124459,1027356,NamelessHereForevermore,2019-03-09T15:49:31.000Z,you are not a victim; you're a volunteer.every flavor of socialism is faggotry.,197,184,124
124461,124461,110198,themarketswork,2016-12-07T13:35:17.000Z,cfa charterholder. contributor @epochtimes. articles at epoch times:,22525,66,290
124467,124467,1177951,brookefederline,2019-07-12T10:23:03.043Z,,182,148,693
124476,124476,1175538,Transplant_experiment,2019-07-11T09:22:01.345Z,"observer. time is an illusion.""i know that i know nothing."" socrates",536,95,9150
124596,124596,1034002,MR_AntiSemite,2019-03-11T20:42:24.000Z,make anti-semitism great again,243,27,1338
124755,124755,1135509,TunnelRabbit,2019-06-16T05:53:36.000Z,tunnel rabbit,228,1,4355
124775,124775,1039804,shadraque,2019-03-13T18:26:11.000Z,"minuteman, christo-chauvanist-fascist-monarchist, usa patriot and independent contractor, veteran of us volunteer armed services, jihadi veteran, meme war veteran, western civ, proud white man, natsoc+",323,600,2984
124841,124841,1036058,RicketyRocket,2019-03-12T05:11:29.000Z,anti-federalist,572,299,20980
124899,124899,1095717,HecdoMondo,2019-05-05T06:39:00.000Z,"i'm not actually a wizard, i just play one on tv. #gamer, fan of #horror, #sciencefiction, #anime, unpaid critic, shocked by the state of #starwars, #alllivesmatter #christian #pureblood #maga #myaudible #whatimwatching #mypaintings #jackieboy #holeinmyhearti never check dms.'if you are going through hell, keep going.' winston churchill nihil prodest timeat virum.'beep bop boop'",1975,214,127150
125049,125049,1098448,Freedomstein,2019-05-07T06:26:31.000Z,just another mammal trying to understand the universe.what is true is freeing.,75,0,1779
125088,125088,108175,Enkidu_G,2016-12-07T04:31:50.000Z,"when you are lied at, the truth is not far away, it is the opposite of the lie!dumbness doesn't protect from the disastrous impact of geoengineering!",87,3,2407
125439,125439,1008817,lubenut,2019-03-03T06:34:15.000Z,"i follow back all patriots! british brexit farage trumpcabal hunter! ex british forces, cold war veteranknew rudolf hessencountered the communists dailydigital soldierbanned everywhere#nesara #gesaraq",567,685,1658
125694,125694,1150439,offensivememes,2019-07-03T21:26:05.000Z,images with funny captions---disclaimer: some of the memes presented on this page might be fictitious.,1383,4,2227
125809,125809,1102890,jamiefarrington,2019-05-10T15:36:48.000Z,"just a wretch saved by christ-a nobody whose worth is found in christ.a husband to my beautiful 8th grade crush, who of course did not reciprocate feelings, until 7 years later.a father, biblically bringing up 3 daughters who have to live in this depraved world.mortgage loan broker (hi, ia)primal health coach,degreed chefwine consultantnmls# 2318580, ia lic# 49299",37,104,401
125862,125862,1015439,ZionismIsTheNewWorldOrder,2019-03-05T01:51:17.000Z,,222,194,4078
125962,125962,1011372,Deuce,2019-03-03T23:24:06.000Z,"""censorship is telling a man he can't have a steak just because a baby can't chew it."" - mark twain",347,469,3949
126000,126000,1003192,sean6399,2019-03-02T03:31:52.000Z,"""masculine republics give way to feminine democracies, and feminine democracies give way to tyranny.""-aristotle",93,6,6350
126098,126098,1030344,SuperEarth,2019-03-10T17:36:05.000Z,c'mon!!!,174,50,4364
126107,126107,1013577,fourpaws,2019-03-04T17:09:01.000Z,love liberty love cats love catturd life is good because god is almighty,550,1,12880
126227,126227,1107447,Rhodok,2019-05-15T07:09:26.000Z,,63,18,2874
126238,126238,1125086,Dunbal,2019-06-06T02:13:18.000Z,i don't follow back. follow at your own risk.,308,0,40835
126898,126898,1027256,Philosopherstew,2019-03-09T15:31:51.000Z,"jesus truther. ethical vegan, humble love, peaceful free speech justice worker, spiritual, anti-greed capitalism: peace begins with who, how and what ethical energy you consume. epitaph of humanity: the reckless use of fictions. our capitalism greed to kill our planet. elites are psychopathic hoarding capitalists and pedophiles. delusions will eventually kill humanity on our planet. a materialistic world run by hoarding money is sin. rich demons make hell on earth, but jesus saves our sin spirit",444,472,27771
126985,126985,114252,NoelFritsch,2016-12-10T06:08:53.000Z,husband | father| unsolicited accountability partner to elected officials | maga | amfirst | liberty | nationalfile.com,1835,19,68
127033,127033,1081646,Small_loanof1m_immigrants,2019-04-16T14:03:34.000Z,"when #discohonkferno becomes law, dancing becomes duty.#thomashonkerson #clowntideworldwide #cluwnelivesmatter",167,4,16035
127427,127427,110626,Gaby,2016-12-07T15:34:12.000Z,literature. politics. finance. dfw. followed by @a. #gabgaby,234,54,85
127430,127430,113113,PaulMEdwards,2016-12-09T04:02:54.000Z,"jesus believing, liberty advocating, motorcycle riding, corvette driving, geek extraordinaire!opinions are mine alone.""censorship is the child of fear and the father of ignorance."" - laurie halse anderson",58,95,9775
127556,127556,1084421,PhantomShadow,2019-04-21T05:03:33.000Z,maker of fuckumentaries.inventor of the nancy pelosi cuckoo clockTMarchitect of fecal ventriloquism,1501,145,1384
127615,127615,11372,DeseretRebel,2016-09-09T16:36:38.000Z,"gabbing about video games, politics, astronomy and whatever else fits my fancy. falo portuge s mas sou americano. formerly maga hero.****""the only legitimate use of a computer is to play games."" - eugene jarvis",1265,212,8072
127616,127616,1155395,kylemockeridge,2019-07-07T15:54:50.026Z,,54,11,3153
127704,127704,1038667,ShareDevil,2019-03-13T04:50:16.000Z,"sharing the wealth of knowledge & opinions...also music videos, movies & memes... check out sharedevil bitchute & subscribe.. free to follow on gab &",72,33,28600
127845,127845,1048165,BQQM,2019-03-15T18:22:05.000Z,"everyone's an outlaw, til it's time to do outlaw shit.gotta doubt my doubts, and believe my beliefs.one follows no man, but rather, follows facts.i answer to the man in the mirror, and god at the end of the day, and don't intend to disappoint either.my posts are for edification purposes, and to incite others to think for themselves.trust nothing i post. do your own researchnon sibi sed patriae. in tempestate venit. veritas liberabit vos.wwg1wga",1489,0,31138
127872,127872,1086634,RobertPlant,2019-04-25T10:22:52.000Z,,256,0,15256
127958,127958,1075398,cardo7,2019-04-09T13:39:30.000Z,,5,15,4071
128094,128094,1140849,Jean-Baptiste,2019-06-23T13:25:14.000Z,"si vous e tes franc ais ou francophone il y a un #gabfrance et/ou un groupe gab pour nous ==>> everywhere and always is only the screen of the jewish dictatorship.""""la de mocratie partout et toujours n'est que le paravent de la dictature juive."" louis ferdinand ce line. #14wordsma chaine youtretube :",398,278,3300
128100,128100,118534,ironwand,2016-12-12T06:24:16.000Z,jack black at stormfront: @lighttheway16 at twitter (ironwand banished from twitter and youtube) banned by most msm outlets.check out my blogs: the traitor within: gallery: madhouse update: videos at bitchute:,1148,1256,10626
128325,128325,112781,deplorableglenn101,2016-12-08T20:15:13.000Z,"#godandcountry supporter of #1a, #2a, #5a, #14a, #nra #maga #wwg1wga. fighter. tryna make a permanent move from twitter. 3 times imprisoned by fb... hey!",162,244,285
128521,128521,107680,USCFHQ,2016-12-07T02:58:57.000Z,"civilian authority of we the people - 1st branch of government & force of last resort - with a mission to maintain the 8 integrated teams of the uscf civil defense grid & establish constitutional safe zones (csz) in every state & county to protect against terrorism, tyranny & natural disasters.web prep guide guide",258,1,547
129090,129090,1094125,Rooooo,2019-05-04T10:03:11.000Z,anti-loaf pro meatloaf wars,720,132,33018
129332,129332,115920,IAWTP,2016-12-10T14:05:55.000Z,"follow by @genflynn on twitter.twitter: suspendedanalyst | author | tech junkie | freedom fighter | #deplorable | my hero is truth. my home is liberty. my life is law. my sword is justice. ~ i am we the people.original gabber since 12/7/16#donewithstupid #endevilwhere we go one, we go all.",2280,1452,4146
129508,129508,1138286,Plumfrog97,2019-06-20T03:33:38.000Z,"#endsextrafficking #savethechildren""give me liberty or give me death"" ~patrick henry#trumpwon2020byalandslideif your gonna worry, don't pray.if your gonna pray, don't worry.#holdtheline""we the people are the rightful masters of both congress and the courts, not to overthrow the constitution but to overthrow the men who pervert the constitution."" ~ abraham lincoln",1317,1572,2456
129609,129609,1092932,Rabbit_seventeen,2019-05-03T19:07:36.000Z,beach bunny from venice ca ig @rabbit__seventeen twitter @putoelkeleaestolastoftheanalogkids.com telegram @rabbitse7enteen,141,82,76
129699,129699,1101320,HEJB,2019-05-09T01:10:41.000Z,"cereal sacred cow killermemes; stills, gifs, video.",649,125,4150
129802,129802,1113130,kodeb8,2019-05-20T18:15:22.000Z,andrew torba is a retard and so are you if have a gab pro account,24,24,215
129918,129918,1029286,_Wardy_,2019-03-10T05:17:59.000Z,aka @_wardy_ ex twitter | #wwg1wga,41,69,18
130286,130286,1185545,LUomoMascherato,2019-07-14T19:42:07.733Z,non posso dire molto. sono un uomo. e sono mascherato la verita e inverosimile - eraclitorifiuto il paradigma dell uomo-soia,309,69,1959
130577,130577,1114012,Coulterculture,2019-05-21T21:03:30.000Z,"kim coulter is a devoted wife and mother, an ardent advocate for american patriots, and actively engaged in defending traditional values and constitutional freedoms. she has been featured on infowars, timcast, national file, armed american radio, chrissie mayr podcast, two classy gentlemen, and steak for breakfast podcast. as the founder of the gun rights organization ""motivated armed gun owning americans,"" she continues to champion her cause. connect with kim on social media via @coulterculture",82,18,79
130684,130684,1091779,truth999,2019-05-03T01:57:08.000Z,the unsecured world future will not be ours by letting insanity and destruction continue,111,58,195
130826,130826,100389,CaseyT,2016-12-01T10:25:39.000Z,"unveiled: mil r&d tech editor, psaanon. fighting weather wars. dark at times. 9th gen american (1711), grandmother, christ-ian#bigpicture#weatherwars #lawandorder #usmc brat. america and the constitution rule!",722,581,3248
131313,131313,1057082,SaucyBread,2019-03-20T11:38:23.000Z,----------------------------------------------.::status::. online.::agent::. dennis.::digits::. 1488.::rank::. corparal lft soldier marshal officer.::current op::. shill on ----gab----offlineofflineofflinegod bless america!-----------------------------------------------,56,20,4055
